GEOID,ruca_code,nc_rural_center
"37141920300",Metropolitan high commuting,Rural
"37141990100",Not coded,Rural
"37071031600",Metropolitan core,Not Rural
"37071031800",Metropolitan core,Not Rural
"37155961801",Micropolitan low commuting,Rural
"37155961601",Micropolitan high commuting,Rural
"37155960503",Micropolitan high commuting,Rural
"37155960502",Small town core,Not Rural
"37155960702",Micropolitan core,Not Rural
"37071032000",Metropolitan core,Not Rural
"37163970302",Rural area,Rural
"37045951503",Micropolitan low commuting,Rural
"37045950102",Micropolitan high commuting,Rural
"37045951501",Rural area,Not Rural
"37045951502",Micropolitan low commuting,Rural
"37071032301",Metropolitan core,Not Rural
"37191000104",Metropolitan high commuting,Rural
"37191000103",Metropolitan low commuting,Rural
"37191001401",Metropolitan core,Not Rural
"37191000603",Metropolitan low commuting,Rural
"37191000604",Metropolitan low commuting,Rural
"37191001402",Metropolitan core,Not Rural
"37191001103",Metropolitan high commuting,Rural
"37191001104",Metropolitan high commuting,Rural
"37071031001",Metropolitan core,Not Rural
"37071031301",Metropolitan core,Not Rural
"37071031500",Metropolitan core,Not Rural
"37071030700",Small town core,Not Rural
"37071033202",Metropolitan core,Not Rural
"37107010300",Micropolitan core,Not Rural
"37107010400",Micropolitan core,Not Rural
"37107010500",Micropolitan core,Not Rural
"37107010600",Micropolitan core,Not Rural
"37057061902",Metropolitan low commuting,Rural
"37057060302",Metropolitan core,Not Rural
"37119002701",Metropolitan core,Not Rural
"37119005404",Metropolitan core,Not Rural
"37119005403",Metropolitan core,Not Rural
"37119005519",Metropolitan core,Not Rural
"37119005516",Metropolitan core,Not Rural
"37119005515",Metropolitan core,Not Rural
"37097060200",Micropolitan core,Not Rural
"37155961200",Micropolitan core,Not Rural
"37055970102",Micropolitan core,Not Rural
"37055970602",Rural area,Rural
"37049961002",Micropolitan core,Not Rural
"37049961302",Micropolitan core,Not Rural
"37137990100",Not coded,Rural
"37015960100",Small town low commuting,Rural
"37015960200",Small town low commuting,Rural
"37169070200",Metropolitan high commuting,Rural
"37169070400",Metropolitan high commuting,Rural
"37169070600",Metropolitan high commuting,Rural
"37077970704",Rural area,Not Rural
"37097060601",Micropolitan core,Not Rural
"37105030102",Micropolitan core,Not Rural
"37105030101",Micropolitan core,Not Rural
"37055970601",Small town core,Not Rural
"37159050904",Metropolitan high commuting,Rural
"37159051501",Metropolitan core,Not Rural
"37127010400",Metropolitan core,Not Rural
"37155961500",Micropolitan high commuting,Rural
"37155961700",Rural area,Rural
"37155961000",Micropolitan core,Not Rural
"37155961100",Micropolitan core,Not Rural
"37155961900",Rural area,Rural
"37155961400",Micropolitan high commuting,Rural
"37155960900",Micropolitan core,Not Rural
"37125950507",Metropolitan high commuting,Rural
"37125950306",Metropolitan high commuting,Rural
"37125950303",Metropolitan high commuting,Not Rural
"37125950304",Metropolitan high commuting,Rural
"37125950305",Metropolitan high commuting,Rural
"37125951101",Metropolitan core,Not Rural
"37125950604",Metropolitan core,Not Rural
"37125950503",Metropolitan low commuting,Rural
"37125951102",Metropolitan core,Not Rural
"37047930600",Rural area,Rural
"37047930200",Metropolitan high commuting,Rural
"37047930100",Metropolitan high commuting,Rural
"37047930700",Metropolitan low commuting,Rural
"37047930500",Micropolitan low commuting,Rural
"37047930800",Rural area,Rural
"37047930300",Small town low commuting,Rural
"37047930400",Small town low commuting,Rural
"37047931000",Rural area,Rural
"37025042300",Metropolitan core,Not Rural
"37137950101",Micropolitan high commuting,Rural
"37137950202",Rural area,Rural
"37087920102",Micropolitan high commuting,Rural
"37087920101",Micropolitan high commuting,Rural
"37087921302",Micropolitan high commuting,Rural
"37087921301",Micropolitan high commuting,Rural
"37057061904",Metropolitan high commuting,Not Rural
"37057061805",Metropolitan high commuting,Not Rural
"37057061806",Metropolitan high commuting,Rural
"37057060104",Metropolitan high commuting,Not Rural
"37057061705",Metropolitan high commuting,Rural
"37057061704",Metropolitan high commuting,Rural
"37057061203",Metropolitan core,Not Rural
"37057061102",Metropolitan core,Not Rural
"37069060801",Metropolitan high commuting,Rural
"37131920103",Rural area,Rural
"37131920301",Micropolitan low commuting,Rural
"37131920302",Micropolitan low commuting,Rural
"37131920101",Rural area,Rural
"37131920102",Rural area,Rural
"37131920202",Rural area,Rural
"37131920201",Rural area,Rural
"37131920303",Small town low commuting,Rural
"37189920100",Micropolitan high commuting,Rural
"37189920900",Micropolitan high commuting,Rural
"37189921000",Rural area,Rural
"37189920400",Micropolitan core,Not Rural
"37189920800",Rural area,Rural
"37189920200",Micropolitan high commuting,Rural
"37189920300",Micropolitan high commuting,Rural
"37147000202",Metropolitan core,Not Rural
"37147000301",Metropolitan core,Not Rural
"37147000602",Metropolitan core,Not Rural
"37147000201",Metropolitan core,Not Rural
"37081016505",Metropolitan core,Not Rural
"37047931100",Small town low commuting,Rural
"37047930900",Small town core,Not Rural
"37165010300",Micropolitan core,Not Rural
"37165010400",Micropolitan high commuting,Rural
"37165010200",Micropolitan core,Not Rural
"37125950704",Metropolitan core,Not Rural
"37125951001",Metropolitan core,Not Rural
"37125950201",Metropolitan low commuting,Rural
"37125950703",Metropolitan core,Not Rural
"37119004303",Metropolitan core,Not Rural
"37135012202",Metropolitan core,Not Rural
"37135011902",Metropolitan core,Not Rural
"37135011602",Metropolitan core,Not Rural
"37135012201",Metropolitan core,Not Rural
"37147000605",Metropolitan core,Not Rural
"37147001601",Metropolitan high commuting,Rural
"37147001404",Metropolitan core,Not Rural
"37147000606",Metropolitan core,Not Rural
"37147002004",Metropolitan high commuting,Rural
"37081014411",Metropolitan core,Not Rural
"37081015707",Metropolitan core,Not Rural
"37081016005",Metropolitan core,Not Rural
"37081016103",Metropolitan core,Not Rural
"37081014409",Metropolitan core,Not Rural
"37081016303",Metropolitan core,Not Rural
"37051003205",Metropolitan core,Not Rural
"37051000200",Metropolitan core,Not Rural
"37051002600",Metropolitan high commuting,Rural
"37051001500",Metropolitan core,Rural
"37051003307",Metropolitan core,Not Rural
"37051003203",Metropolitan core,Not Rural
"37051002900",Metropolitan high commuting,Rural
"37051002503",Metropolitan core,Not Rural
"37051000900",Metropolitan core,Not Rural
"37051002504",Metropolitan core,Not Rural
"37051001200",Metropolitan core,Not Rural
"37097060500",Micropolitan core,Not Rural
"37015960300",Small town low commuting,Rural
"37081016304",Metropolitan core,Not Rural
"37081012510",Metropolitan core,Not Rural
"37081014410",Metropolitan core,Not Rural
"37129010600",Metropolitan core,Not Rural
"37129010800",Metropolitan core,Not Rural
"37129011200",Metropolitan core,Not Rural
"37081015704",Metropolitan core,Not Rural
"37081015705",Metropolitan core,Not Rural
"37081016010",Metropolitan core,Not Rural
"37129011701",Metropolitan core,Not Rural
"37147000102",Metropolitan core,Not Rural
"37147000902",Metropolitan high commuting,Rural
"37147002003",Metropolitan high commuting,Not Rural
"37147000101",Metropolitan core,Not Rural
"37147000604",Metropolitan core,Not Rural
"37147001403",Metropolitan core,Not Rural
"37169070504",Metropolitan high commuting,Rural
"37051003106",Metropolitan core,Not Rural
"37051001606",Metropolitan core,Not Rural
"37051003206",Metropolitan core,Not Rural
"37051003410",Metropolitan core,Not Rural
"37051003004",Metropolitan core,Not Rural
"37051003003",Metropolitan core,Not Rural
"37051002702",Metropolitan high commuting,Not Rural
"37051002301",Metropolitan core,Not Rural
"37051003209",Metropolitan core,Not Rural
"37129010400",Metropolitan core,Not Rural
"37129011400",Metropolitan core,Not Rural
"37129011100",Metropolitan core,Not Rural
"37129010100",Metropolitan core,Not Rural
"37129012004",Metropolitan core,Not Rural
"37129010700",Metropolitan core,Not Rural
"37129011703",Metropolitan core,Not Rural
"37129010501",Metropolitan core,Not Rural
"37129990100",Not coded,Rural
"37081016203",Metropolitan core,Not Rural
"37081016205",Metropolitan core,Not Rural
"37081016305",Metropolitan core,Not Rural
"37081016410",Metropolitan core,Not Rural
"37081016506",Metropolitan core,Not Rural
"37103920100",Metropolitan low commuting,Rural
"37103920300",Rural area,Rural
"37103920200",Micropolitan high commuting,Rural
"37129011800",Metropolitan core,Not Rural
"37129011000",Metropolitan core,Not Rural
"37013930600",Micropolitan low commuting,Rural
"37013930900",Micropolitan high commuting,Rural
"37013930800",Rural area,Rural
"37013930200",Micropolitan high commuting,Rural
"37013930700",Rural area,Rural
"37013930300",Micropolitan core,Not Rural
"37085070903",Metropolitan high commuting,Not Rural
"37085070901",Metropolitan high commuting,Not Rural
"37191000304",Metropolitan high commuting,Rural
"37191002000",Metropolitan core,Not Rural
"37191001102",Metropolitan core,Not Rural
"37191000102",Metropolitan core,Not Rural
"37191001302",Metropolitan core,Not Rural
"37191000402",Metropolitan core,Not Rural
"37191000902",Metropolitan high commuting,Rural
"37165010102",Micropolitan core,Not Rural
"37013930400",Micropolitan core,Not Rural
"37167931202",Micropolitan core,Not Rural
"37055970101",Micropolitan core,Not Rural
"37035010201",Metropolitan high commuting,Not Rural
"37035011101",Metropolitan core,Not Rural
"37035010600",Metropolitan core,Not Rural
"37035011701",Metropolitan core,Not Rural
"37035010502",Metropolitan core,Not Rural
"37035010101",Metropolitan high commuting,Rural
"37035010102",Metropolitan core,Not Rural
"37035011501",Metropolitan low commuting,Rural
"37035010302",Metropolitan core,Not Rural
"37035011802",Metropolitan high commuting,Rural
"37035011200",Metropolitan core,Not Rural
"37035010402",Metropolitan core,Not Rural
"37035011300",Metropolitan core,Not Rural
"37035011102",Metropolitan core,Not Rural
"37035011000",Metropolitan core,Not Rural
"37035010301",Metropolitan core,Not Rural
"37035011801",Metropolitan core,Not Rural
"37035010303",Metropolitan core,Not Rural
"37035010700",Metropolitan core,Not Rural
"37035010900",Metropolitan core,Not Rural
"37035010304",Metropolitan core,Not Rural
"37055970502",Rural area,Rural
"37055970501",Micropolitan high commuting,Rural
"37187950100",Rural area,Rural
"37133002201",Metropolitan core,Not Rural
"37133002600",Metropolitan core,Not Rural
"37133000403",Metropolitan high commuting,Rural
"37035011702",Metropolitan high commuting,Rural
"37089930502",Metropolitan core,Not Rural
"37089930501",Metropolitan core,Not Rural
"37089931902",Metropolitan high commuting,Rural
"37089980100",Rural area,Rural
"37089931802",Metropolitan core,Not Rural
"37157041501",Micropolitan low commuting,Rural
"37157041502",Micropolitan core,Not Rural
"37187950300",Rural area,Rural
"37183052704",Metropolitan core,Not Rural
"37191000401",Metropolitan high commuting,Rural
"37191001301",Metropolitan core,Not Rural
"37191000303",Metropolitan high commuting,Not Rural
"37191000901",Metropolitan high commuting,Rural
"37101040906",Metropolitan high commuting,Not Rural
"37101040101",Rural area,Rural
"37101041105",Metropolitan high commuting,Not Rural
"37101041108",Metropolitan core,Not Rural
"37101041107",Metropolitan core,Not Rural
"37101040206",Metropolitan high commuting,Rural
"37101040204",Metropolitan low commuting,Rural
"37101041301",Micropolitan low commuting,Rural
"37101041003",Metropolitan high commuting,Not Rural
"37101040208",Metropolitan high commuting,Not Rural
"37101040102",Metropolitan low commuting,Rural
"37101040502",Metropolitan low commuting,Rural
"37101041005",Metropolitan high commuting,Not Rural
"37101041112",Metropolitan core,Not Rural
"37101041109",Metropolitan core,Not Rural
"37101041511",Metropolitan high commuting,Rural
"37101041111",Metropolitan core,Not Rural
"37101041113",Metropolitan core,Not Rural
"37101041504",Metropolitan high commuting,Not Rural
"37101041106",Metropolitan high commuting,Not Rural
"37101040210",Metropolitan high commuting,Not Rural
"37101041508",Metropolitan high commuting,Not Rural
"37135010707",Metropolitan core,Not Rural
"37135011207",Metropolitan core,Not Rural
"37135011105",Metropolitan core,Not Rural
"37135011107",Metropolitan low commuting,Rural
"37135010709",Metropolitan core,Not Rural
"37135010708",Metropolitan core,Not Rural
"37025042202",Metropolitan core,Not Rural
"37025042201",Metropolitan core,Not Rural
"37025040502",Metropolitan core,Not Rural
"37025041306",Metropolitan core,Not Rural
"37025040501",Metropolitan core,Not Rural
"37025041201",Metropolitan core,Not Rural
"37025041002",Metropolitan core,Not Rural
"37025041604",Metropolitan high commuting,Rural
"37025040704",Metropolitan core,Not Rural
"37025040705",Metropolitan core,Not Rural
"37025041506",Metropolitan core,Not Rural
"37025041305",Metropolitan core,Not Rural
"37025041202",Metropolitan core,Not Rural
"37025041504",Metropolitan core,Not Rural
"37025041505",Metropolitan core,Not Rural
"37025041603",Metropolitan high commuting,Rural
"37025041001",Metropolitan core,Not Rural
"37025041304",Metropolitan core,Not Rural
"37025041307",Metropolitan core,Not Rural
"37025041507",Metropolitan high commuting,Not Rural
"37073970300",Micropolitan low commuting,Rural
"37073970100",Metropolitan low commuting,Rural
"37073970200",Metropolitan high commuting,Rural
"37129012107",Metropolitan core,Not Rural
"37129011504",Metropolitan core,Not Rural
"37129012111",Metropolitan core,Not Rural
"37129011503",Metropolitan core,Rural
"37129011502",Metropolitan core,Not Rural
"37129011612",Metropolitan core,Not Rural
"37129011609",Metropolitan core,Not Rural
"37129012012",Metropolitan core,Not Rural
"37129012109",Metropolitan core,Not Rural
"37129011611",Metropolitan core,Not Rural
"37129011905",Metropolitan core,Not Rural
"37129012011",Metropolitan core,Not Rural
"37129010504",Metropolitan core,Not Rural
"37129010503",Metropolitan core,Not Rural
"37129011906",Metropolitan core,Not Rural
"37129012106",Metropolitan core,Not Rural
"37129012108",Metropolitan core,Not Rural
"37129011501",Metropolitan core,Not Rural
"37129011610",Metropolitan core,Not Rural
"37129012110",Metropolitan core,Not Rural
"37181960902",Micropolitan high commuting,Rural
"37181960901",Micropolitan low commuting,Rural
"37181960903",Micropolitan core,Not Rural
"37063001002",Metropolitan core,Not Rural
"37063001100",Metropolitan core,Not Rural
"37063001303",Metropolitan core,Not Rural
"37063001304",Metropolitan core,Not Rural
"37191000601",Metropolitan core,Not Rural
"37191001900",Metropolitan core,Not Rural
"37191000800",Rural area,Not Rural
"37191001200",Metropolitan core,Not Rural
"37191000200",Metropolitan high commuting,Rural
"37191000500",Metropolitan core,Not Rural
"37191001800",Metropolitan core,Not Rural
"37191000302",Metropolitan core,Rural
"37191001000",Metropolitan low commuting,Rural
"37191000700",Metropolitan low commuting,Not Rural
"37183053432",Metropolitan core,Not Rural
"37183053435",Metropolitan core,Not Rural
"37183054224",Metropolitan core,Not Rural
"37183054223",Metropolitan core,Not Rural
"37183053427",Metropolitan core,Not Rural
"37063001400",Metropolitan core,Not Rural
"37063001501",Metropolitan core,Not Rural
"37063001706",Metropolitan core,Not Rural
"37063001708",Metropolitan core,Not Rural
"37039930603",Rural area,Rural
"37039930102",Rural area,Rural
"37039930402",Rural area,Rural
"37039930401",Rural area,Rural
"37039930502",Rural area,Rural
"37039930604",Rural area,Rural
"37039930101",Rural area,Not Rural
"37039930501",Rural area,Rural
"37039930605",Rural area,Rural
"37039930606",Rural area,Rural
"37147000504",Metropolitan core,Not Rural
"37147000304",Metropolitan core,Not Rural
"37147002002",Metropolitan high commuting,Rural
"37147000503",Metropolitan core,Not Rural
"37147001304",Metropolitan core,Not Rural
"37147001305",Metropolitan core,Not Rural
"37147001800",Metropolitan high commuting,Not Rural
"37147000303",Metropolitan core,Not Rural
"37191001500",Metropolitan core,Not Rural
"37067003903",Metropolitan core,Not Rural
"37067004007",Metropolitan core,Not Rural
"37067000100",Metropolitan core,Not Rural
"37067000200",Metropolitan core,Not Rural
"37067000301",Metropolitan core,Not Rural
"37067000302",Metropolitan core,Not Rural
"37067003201",Metropolitan core,Not Rural
"37067003202",Metropolitan core,Not Rural
"37049961004",Micropolitan core,Rural
"37049960302",Rural area,Rural
"37049960202",Micropolitan high commuting,Rural
"37049961102",Micropolitan core,Rural
"37049961101",Micropolitan high commuting,Not Rural
"37049961003",Micropolitan core,Not Rural
"37049960301",Micropolitan high commuting,Rural
"37049960502",Micropolitan core,Not Rural
"37063002008",Metropolitan core,Not Rural
"37063002013",Metropolitan core,Not Rural
"37063002015",Metropolitan core,Not Rural
"37063000301",Metropolitan core,Not Rural
"37041930202",Small town high commuting,Rural
"37041930201",Rural area,Rural
"37021001000",Metropolitan core,Not Rural
"37171930803",Micropolitan low commuting,Rural
"37171930804",Metropolitan high commuting,Rural
"37009970801",Rural area,Rural
"37009970802",Rural area,Rural
"37009970502",Rural area,Rural
"37009970501",Rural area,Rural
"37009970701",Micropolitan high commuting,Rural
"37009970702",Micropolitan low commuting,Rural
"37185950201",Rural area,Rural
"37185950202",Small town high commuting,Rural
"37067003307",Metropolitan core,Not Rural
"37067003308",Metropolitan core,Not Rural
"37083930200",Micropolitan core,Not Rural
"37083931000",Micropolitan low commuting,Rural
"37067003500",Metropolitan core,Not Rural
"37067000801",Metropolitan core,Not Rural
"37067000802",Metropolitan core,Not Rural
"37067000600",Metropolitan core,Not Rural
"37067003904",Metropolitan core,Not Rural
"37067002807",Metropolitan core,Not Rural
"37067004102",Metropolitan high commuting,Rural
"37067001300",Metropolitan core,Not Rural
"37067000900",Metropolitan core,Not Rural
"37013930102",Rural area,Rural
"37013930101",Rural area,Rural
"37007920301",Metropolitan high commuting,Rural
"37007920302",Metropolitan high commuting,Rural
"37007920502",Small town core,Not Rural
"37007920501",Metropolitan high commuting,Rural
"37075920100",Rural area,Rural
"37075920200",Rural area,Rural
"37075920300",Rural area,Rural
"37045950702",Micropolitan core,Not Rural
"37045950701",Micropolitan core,Not Rural
"37045950604",Micropolitan low commuting,Rural
"37045950603",Metropolitan low commuting,Rural
"37015960401",Rural area,Rural
"37015960402",Rural area,Rural
"37143920101",Micropolitan low commuting,Rural
"37143920102",Metropolitan high commuting,Rural
"37119005307",Metropolitan core,Not Rural
"37119005306",Metropolitan core,Not Rural
"37119001508",Metropolitan core,Not Rural
"37119005613",Metropolitan core,Not Rural
"37081012703",Metropolitan core,Not Rural
"37119001510",Metropolitan core,Not Rural
"37119005308",Metropolitan core,Not Rural
"37119001919",Metropolitan core,Not Rural
"37119001914",Metropolitan core,Not Rural
"37119001918",Metropolitan core,Not Rural
"37119001916",Metropolitan core,Not Rural
"37119005621",Metropolitan core,Not Rural
"37119002905",Metropolitan core,Not Rural
"37071032506",Metropolitan core,Not Rural
"37071032703",Metropolitan core,Not Rural
"37141920201",Metropolitan high commuting,Not Rural
"37141920401",Metropolitan high commuting,Rural
"37171930101",Micropolitan low commuting,Rural
"37171931102",Metropolitan high commuting,Rural
"37171930502",Micropolitan core,Not Rural
"37171930302",Micropolitan core,Not Rural
"37171930202",Micropolitan high commuting,Not Rural
"37171930102",Metropolitan high commuting,Rural
"37171930301",Micropolitan core,Not Rural
"37171931002",Rural area,Rural
"37171931001",Micropolitan low commuting,Rural
"37119005829",Metropolitan core,Not Rural
"37119005839",Metropolitan core,Not Rural
"37119003018",Metropolitan core,Not Rural
"37119003807",Metropolitan core,Not Rural
"37071032704",Metropolitan core,Not Rural
"37071033203",Metropolitan core,Not Rural
"37071033204",Metropolitan core,Not Rural
"37059080301",Metropolitan core,Not Rural
"37059080101",Metropolitan high commuting,Rural
"37071031101",Metropolitan core,Not Rural
"37071030205",Metropolitan core,Not Rural
"37071030401",Metropolitan high commuting,Not Rural
"37001020802",Metropolitan core,Not Rural
"37001021701",Metropolitan core,Not Rural
"37059080701",Metropolitan low commuting,Rural
"37059080302",Metropolitan high commuting,Rural
"37059080102",Small town high commuting,Rural
"37059080702",Small town low commuting,Not Rural
"37031970501",Micropolitan core,Not Rural
"37031970703",Micropolitan core,Not Rural
"37031970801",Micropolitan high commuting,Not Rural
"37031990100",Not coded,Rural
"37031970403",Micropolitan core,Not Rural
"37077970702",Metropolitan high commuting,Not Rural
"37037020105",Metropolitan core,Not Rural
"37037020702",Rural area,Rural
"37037020104",Rural area,Not Rural
"37037020402",Small town core,Not Rural
"37037020103",Small town core,Not Rural
"37037020401",Small town core,Not Rural
"37051003312",Metropolitan core,Not Rural
"37051000701",Metropolitan core,Not Rural
"37051001603",Metropolitan core,Not Rural
"37051001604",Metropolitan core,Not Rural
"37097061103",Micropolitan low commuting,Rural
"37119006220",Metropolitan core,Not Rural
"37119006114",Metropolitan core,Not Rural
"37119004101",Metropolitan core,Not Rural
"37119005405",Metropolitan core,Not Rural
"37119004102",Metropolitan core,Not Rural
"37119000402",Metropolitan core,Not Rural
"37119005868",Metropolitan core,Not Rural
"37119005531",Metropolitan core,Not Rural
"37119000501",Metropolitan core,Not Rural
"37119006110",Metropolitan core,Not Rural
"37119005625",Metropolitan core,Not Rural
"37119000503",Metropolitan core,Not Rural
"37119002908",Metropolitan core,Not Rural
"37119001925",Metropolitan core,Not Rural
"37119005623",Metropolitan core,Not Rural
"37119005919",Metropolitan core,Not Rural
"37119006111",Metropolitan core,Not Rural
"37119005536",Metropolitan core,Not Rural
"37119006012",Metropolitan core,Not Rural
"37119006410",Metropolitan core,Not Rural
"37119005528",Metropolitan core,Not Rural
"37119006217",Metropolitan core,Not Rural
"37119005854",Metropolitan core,Not Rural
"37119006015",Metropolitan core,Not Rural
"37119006011",Metropolitan core,Not Rural
"37119005851",Metropolitan core,Not Rural
"37119005533",Metropolitan core,Not Rural
"37119005849",Metropolitan core,Not Rural
"37119005866",Metropolitan core,Not Rural
"37119005850",Metropolitan core,Not Rural
"37119005720",Metropolitan core,Not Rural
"37119005852",Metropolitan core,Not Rural
"37119005932",Metropolitan core,Not Rural
"37119005863",Metropolitan core,Not Rural
"37119002006",Metropolitan core,Not Rural
"37119005925",Metropolitan core,Not Rural
"37119005626",Metropolitan core,Not Rural
"37119005527",Metropolitan core,Not Rural
"37119005526",Metropolitan core,Not Rural
"37119005920",Metropolitan core,Not Rural
"37119006016",Metropolitan core,Not Rural
"37119005530",Metropolitan core,Not Rural
"37119006409",Metropolitan core,Not Rural
"37119004307",Metropolitan core,Not Rural
"37119005928",Metropolitan core,Not Rural
"37119003019",Metropolitan core,Not Rural
"37119005624",Metropolitan core,Not Rural
"37119006305",Metropolitan core,Not Rural
"37119000102",Metropolitan core,Not Rural
"37119000101",Metropolitan core,Not Rural
"37119005858",Metropolitan core,Not Rural
"37119003811",Metropolitan core,Not Rural
"37119005529",Metropolitan core,Not Rural
"37119003110",Metropolitan core,Not Rural
"37119005924",Metropolitan core,Not Rural
"37119005922",Metropolitan core,Not Rural
"37119003301",Metropolitan core,Not Rural
"37119002907",Metropolitan core,Not Rural
"37119006411",Metropolitan core,Not Rural
"37119005926",Metropolitan core,Not Rural
"37119003022",Metropolitan core,Not Rural
"37119005862",Metropolitan core,Not Rural
"37119005856",Metropolitan core,Not Rural
"37119006307",Metropolitan core,Not Rural
"37119006311",Metropolitan core,Not Rural
"37119005723",Metropolitan core,Not Rural
"37157040602",Metropolitan low commuting,Rural
"37119005525",Metropolitan core,Not Rural
"37119005722",Metropolitan core,Not Rural
"37119006219",Metropolitan core,Not Rural
"37119006218",Metropolitan core,Not Rural
"37119006216",Metropolitan core,Not Rural
"37119006309",Metropolitan core,Not Rural
"37119003702",Metropolitan core,Not Rural
"37119000401",Metropolitan core,Not Rural
"37119002909",Metropolitan core,Not Rural
"37119006014",Metropolitan core,Not Rural
"37119001927",Metropolitan core,Not Rural
"37119006013",Metropolitan core,Not Rural
"37119006221",Metropolitan core,Not Rural
"37119006222",Metropolitan core,Not Rural
"37119003302",Metropolitan core,Not Rural
"37119003402",Metropolitan core,Not Rural
"37119002202",Metropolitan core,Not Rural
"37119002005",Metropolitan core,Not Rural
"37119002201",Metropolitan core,Not Rural
"37119003021",Metropolitan core,Not Rural
"37119003810",Metropolitan core,Not Rural
"37119003020",Metropolitan core,Not Rural
"37119002910",Metropolitan core,Not Rural
"37097061204",Metropolitan core,Not Rural
"37119005719",Metropolitan core,Not Rural
"37119005860",Metropolitan core,Not Rural
"37119005855",Metropolitan core,Not Rural
"37119005929",Metropolitan core,Not Rural
"37119005718",Metropolitan core,Not Rural
"37119005931",Metropolitan core,Not Rural
"37119005627",Metropolitan core,Not Rural
"37119005867",Metropolitan core,Not Rural
"37119005930",Metropolitan core,Not Rural
"37119005865",Metropolitan core,Not Rural
"37119006408",Metropolitan core,Not Rural
"37119005927",Metropolitan core,Not Rural
"37119005923",Metropolitan core,Not Rural
"37119004306",Metropolitan core,Not Rural
"37119006113",Metropolitan core,Not Rural
"37119003809",Metropolitan core,Not Rural
"37119000502",Metropolitan core,Not Rural
"37119005857",Metropolitan core,Not Rural
"37119005622",Metropolitan core,Not Rural
"37119006115",Metropolitan core,Not Rural
"37119000104",Metropolitan core,Not Rural
"37119003401",Metropolitan core,Not Rural
"37119003701",Metropolitan core,Not Rural
"37119003111",Metropolitan core,Not Rural
"37119006310",Metropolitan core,Not Rural
"37119005535",Metropolitan core,Not Rural
"37119001924",Metropolitan core,Not Rural
"37119005853",Metropolitan core,Not Rural
"37119006308",Metropolitan core,Not Rural
"37119006112",Metropolitan core,Not Rural
"37119005859",Metropolitan core,Not Rural
"37119006223",Metropolitan core,Not Rural
"37119006224",Metropolitan core,Not Rural
"37119005861",Metropolitan core,Not Rural
"37119006306",Metropolitan core,Not Rural
"37119000302",Metropolitan core,Not Rural
"37119000103",Metropolitan core,Not Rural
"37119005534",Metropolitan core,Not Rural
"37119002008",Metropolitan core,Not Rural
"37119001926",Metropolitan core,Not Rural
"37119002007",Metropolitan core,Not Rural
"37119005721",Metropolitan core,Not Rural
"37119005921",Metropolitan core,Not Rural
"37119000301",Metropolitan core,Not Rural
"37013930502",Micropolitan high commuting,Rural
"37013930501",Micropolitan core,Not Rural
"37119005824",Metropolitan core,Not Rural
"37051002401",Metropolitan core,Not Rural
"37051003310",Metropolitan core,Not Rural
"37051003403",Metropolitan core,Not Rural
"37051003404",Metropolitan core,Not Rural
"37097061402",Metropolitan core,Not Rural
"37097061501",Metropolitan core,Not Rural
"37097061404",Metropolitan core,Not Rural
"37097061403",Metropolitan core,Not Rural
"37097061401",Metropolitan core,Not Rural
"37005950200",Rural area,Rural
"37005950100",Rural area,Rural
"37005950300",Rural area,Rural
"37183053520",Metropolitan core,Not Rural
"37183053724",Metropolitan core,Not Rural
"37183053422",Metropolitan core,Not Rural
"37183053522",Metropolitan core,Not Rural
"37183053720",Metropolitan core,Not Rural
"37097061405",Metropolitan core,Not Rural
"37147001001",Metropolitan core,Not Rural
"37147001002",Metropolitan core,Not Rural
"37147000501",Metropolitan core,Not Rural
"37147001301",Metropolitan core,Not Rural
"37147001402",Metropolitan high commuting,Rural
"37195000502",Micropolitan core,Not Rural
"37195000501",Micropolitan core,Not Rural
"37089930301",Metropolitan core,Not Rural
"37089931402",Metropolitan core,Not Rural
"37089930202",Metropolitan high commuting,Not Rural
"37089930302",Metropolitan core,Not Rural
"37089930201",Metropolitan core,Rural
"37089931401",Metropolitan core,Not Rural
"37037020703",Metropolitan core,Not Rural
"37037020201",Metropolitan low commuting,Rural
"37037020202",Metropolitan high commuting,Rural
"37037020107",Metropolitan high commuting,Rural
"37037020704",Small town core,Rural
"37037020203",Rural area,Rural
"37037020108",Metropolitan high commuting,Rural
"37037020801",Rural area,Rural
"37037020802",Metropolitan high commuting,Rural
"37097061002",Metropolitan low commuting,Rural
"37185950101",Rural area,Rural
"37185950102",Micropolitan high commuting,Rural
"37109071202",Metropolitan high commuting,Not Rural
"37109071203",Metropolitan high commuting,Not Rural
"37171930802",Rural area,Rural
"37171931003",Rural area,Rural
"37147001003",Metropolitan core,Not Rural
"37067004103",Metropolitan core,Not Rural
"37067002904",Metropolitan high commuting,Rural
"37067003107",Metropolitan core,Not Rural
"37067003909",Metropolitan core,Not Rural
"37067004104",Metropolitan core,Not Rural
"37067004012",Metropolitan core,Not Rural
"37067003310",Metropolitan core,Not Rural
"37067003906",Metropolitan core,Not Rural
"37021001801",Metropolitan core,Not Rural
"37021001802",Metropolitan core,Not Rural
"37021002402",Metropolitan core,Not Rural
"37021002505",Metropolitan core,Not Rural
"37021002803",Metropolitan high commuting,Not Rural
"37021003202",Metropolitan core,Not Rural
"37021003205",Metropolitan high commuting,Rural
